date,gdp_billions,unemployment_rate,inflation_rate,interest_rate,consumer_confidence
2010-01-31,15089.873871464444,7.993865297099928,1.7523508409622466,2.2397429723512694,98.97193721775895
2010-02-28,15103.36852272118,7.975021892990991,1.903584247504102,2.3051498464941216,97.85761461977158
2010-03-31,15212.223894232508,7.952784032250353,2.1238794362826874,2.2630424303044525,93.63507953561812
2010-04-30,15429.535266167835,7.932388775126217,1.8308826341588076,2.1544036921280734,91.30162947284549
2010-05-31,15431.491438668596,7.930461232390864,1.7533338813300705,2.519408651177931,87.969901936448
2010-06-30,15433.449886237959,7.93899003176128,2.073106163447574,2.167619953435585,93.22671326671887
2010-07-31,15660.95899108908,7.945907301744531,2.073489971332617,2.6081827303119356,96.03374844616125
2010-08-31,15788.951207915265,7.966586882970431,1.847917047388661,2.4799047562203453,99.84841373114374
2010-09-30,15761.253367929257,7.966911930267379,1.8586885083145033,2.404420781253436,102.01342992327343
2010-10-31,15861.504770346675,8.003250282196312,2.069614981207291,2.1369745351833607,98.62627460962175
2010-11-30,15834.446869437692,7.996633861365363,1.5655746975508027,2.2692914677726668,97.05271381078244
2010-12-31,15807.142746892834,8.064638090530103,1.5777608676870334,2.8021564903303027,98.52083749446618
2011-01-31,15869.477474589345,8.080279774224229,1.7844667336242692,2.7003668750497525,94.85445406779034
2011-02-28,15659.713050662858,8.058850835313821,1.9359658544864458,2.1089779020805794,96.99344935830752
2011-03-31,15476.02456327821,8.032078522862294,2.0932722696794013,2.5397329221716904,96.27247316383311
2011-04-30,15437.409064131672,8.044140333243373,2.4426068650848656,2.800554849348716,95.14801074118431
2011-05-31,15343.486854348042,8.038553763610228,2.2572978869606057,1.8322378875514511,97.28089064579478
2011-06-30,15412.90358153328,8.05640377596253,1.9520184410109718,2.717344076951974,98.6136805802529
2011-07-31,15331.98027330787,8.068234716576868,1.9942951376291933,2.2349504964216615,97.53078208279567
2011-08-31,15190.077691942352,8.066413993760447,1.6992411906086573,2.728239467437264,101.00877149288841
2011-09-30,15400.001724851014,8.045244150808736,1.994446059202283,2.194696337382993,97.76558151008872
2011-10-31,15402.98637415298,8.00737297019159,1.9134024083239585,1.7780471597341925,99.61338833092151
2011-11-30,15442.163172922545,7.996210096389914,2.0968155681014267,1.848983024846735,101.39269210482666
2011-12-31,15297.717758590034,8.017620066248002,1.751830716934303,2.519233978664553,100.4640527868847
2012-01-31,15261.733077633258,8.022972409851256,2.1558039542723515,2.603889000688593,101.44245185361105
2012-02-29,15305.863190999908,7.991828940383456,2.459821673900773,2.1382733499582365,97.68911112445514
2012-03-31,15195.935966371742,7.996158463529736,1.9673719554629427,2.7554369835109496,100.46119218207583
2012-04-30,15272.191194300245,8.005791398022957,2.1205135166296825,1.8353919750924161,99.90648577274688
2012-05-31,15229.411054939641,7.983694962117928,2.2070431975133338,2.4735680805410736,98.33831671118975
2012-06-30,15224.33213199191,7.987538089766566,1.8796338584342491,2.0155935200950172,101.48534438870043
2012-07-31,15181.55635208971,7.988993307727717,2.067227744543125,2.239265556879136,99.37231331707214
2012-08-31,15439.042349488403,7.960419050281951,2.0037777202345386,2.5189594685265657,95.14692942798146
2012-09-30,15468.28101176959,7.969363734290658,2.0293028295646494,2.1558346538864193,90.47704190740976
2012-10-31,15368.652047035075,7.983383347449864,1.76809706484336,2.34617778230807,92.29507176144668
2012-11-30,15501.087964864244,8.010459628529246,2.007353052277683,2.9025171236857763,88.45378370395782
2012-12-31,15381.161225625658,8.03680467983012,2.149399487373635,2.2692432521907406,93.71816624991092
2013-01-31,15437.727827002365,8.00236294563119,2.4353430823385125,2.8342768448260567,87.47237802625975
2013-02-28,15228.017859293945,7.978917319633314,2.287781247825562,2.0481172581369527,92.56174713112986
2013-03-31,15097.233617856882,7.99179320131353,2.645954737253467,2.711921671166113,93.19479953273772
2013-04-30,15151.301150795503,8.004637850086334,1.7697957311335852,3.07662744826316,92.90466019712655
2013-05-31,15271.588562971872,8.017514042243986,2.2616961910162034,1.5113421999490844,91.2699029366997
2013-06-30,15323.155132398904,8.113832329510354,2.0550026017215055,2.1812418978118093,92.4673112797559
2013-07-31,15339.63352410362,8.128104592277683,2.6569408799653016,2.730828850872216,92.35440717248136
2013-08-31,15333.36351017795,8.156493733282199,1.7575105143934546,2.418781845582803,95.66431281853093
2013-09-30,15183.402644092337,8.180343777369528,1.7480834473457671,2.6484583493485236,96.00699576451704
2013-10-31,15126.439096761294,8.196628558652174,1.8201822063667934,2.2584059253136717,96.45790104890267
2013-11-30,15100.970844870308,8.188746827536164,1.3628312827070581,2.5346359149891597,95.36706441226112
2013-12-31,15259.709880702978,8.207721058048497,1.8422734934957716,2.437729105843168,95.19622754109791
2014-01-31,15332.349768679267,8.188400427685057,1.7722602015338906,2.967112824663923,96.11963284777408
2014-02-28,15147.880769958427,8.182479962516556,2.0451181359428623,2.601768337320485,90.9891276698042
2014-03-31,15217.610013319963,8.17034587382083,2.1025267927331477,2.635041064830081,86.94457140348707
2014-04-30,15201.17386014703,8.172392727305487,2.5628512517647657,2.335249213551013,89.17436368555522
2014-05-31,15149.34469416228,8.230259191472324,2.285127151455815,2.3049575103710027,89.68695999993903
2014-06-30,15254.136113236254,8.18357756165753,1.826928903301279,2.326976724872152,89.135009990881
2014-07-31,15411.264190673257,8.200734066416894,1.7304755985954925,2.6577808569513186,89.19031179007717
2014-08-31,15557.594690880029,8.160416169637152,2.1475757514519516,2.3316062076718946,90.23305690616219
2014-09-30,15484.432800131177,8.148617872992418,1.6039300378938073,2.6159099427585653,88.61377786523411
2014-10-31,15477.099576700197,8.175841637916601,2.549437629756306,3.3301603194581757,86.27886368902718
2014-11-30,15549.23734696753,8.177448638393988,2.353832036216386,2.848449881372677,86.86639945432022
2014-12-31,15702.437470916228,8.150505018945756,1.8592473043685886,2.3695905871328637,83.93128112147512
2015-01-31,15673.675092240053,8.132622426214256,1.4860596412727367,2.980485568865578,85.15603938861854
2015-02-28,15681.74485128709,8.149612369937623,2.4061617122496237,2.3367698507913794,80.04828857590502
2015-03-31,15574.681386211874,8.131353204144695,1.9656380464242147,1.6847501859288583,83.13575548788194
2015-04-30,15457.231540753333,8.136764668884243,2.3713448935920387,2.0967654756330383,84.55354793512107
2015-05-31,15589.181207218435,8.13790396488184,1.52167170236169,1.7516832315896576,85.3216371380627
2015-06-30,15790.79351903651,8.121613956191693,1.8201874931138682,2.3593946063834768,88.26971008989925
2015-07-31,15813.294346261555,8.175212558424827,2.001573109915455,2.507367351675821,93.26613342328697
2015-08-31,15972.672028767854,8.191060533982776,2.014094178129423,3.170574924910113,96.30924361834137
2015-09-30,16051.019245403268,8.140431969316337,1.864980358556227,2.6307709495056653,90.78662092434642
2015-10-31,16000.362750825365,8.145093327185572,2.1868549797042496,2.4123597884764543,86.94789002413933
2015-11-30,16078.814867317593,8.128548665566363,1.6797138711852218,2.8317622324733955,85.07343429105228
2015-12-31,16310.463775771568,8.14985949893627,1.957286154493612,1.6155458763968458,85.15170744168479
2016-01-31,16338.43394390214,8.130046480475452,2.0360886895135697,2.5942458232434262,86.70468450309215
2016-02-29,16577.351432412892,8.127178069438779,2.1543316502176246,2.808346077554787,84.52745306363175
2016-03-31,16266.03890248697,8.13980275141329,2.213484463426667,1.9085655016880634,85.087753357063
2016-04-30,16406.123535028593,8.161446631267543,1.6626073724486392,2.9575016172827717,82.82160456000302
2016-05-31,16450.420315299252,8.13143922109115,1.5397657487793133,2.6353985629977656,80.98705115102717
2016-06-30,16443.972047322342,8.123076690195125,2.383303046569553,2.3338848344396794,76.76706786048251
2016-07-31,16488.992801839177,8.111203057416102,2.0996942035938777,2.753112746442514,73.9973681221498
2016-08-31,16261.372400923648,8.094869826601759,1.775454039033034,3.4082771431217584,69.9423143053008
2016-09-30,16265.318293398897,8.139006182608785,2.4653455926567567,2.572746502023398,67.0146945463688
2016-10-31,16344.509483318003,8.14913072538281,2.0347023902878574,2.5992882345201345,70.17561993619232
2016-11-30,16572.010898925728,8.117608626524433,2.353789155219148,2.3162556401839023,67.32742326969648
2016-12-31,16536.482821214562,8.140555175200802,2.0202555444230326,2.1600622522140833,75.22456946420866
2017-01-31,16462.76347202985,8.19360908012612,2.618224377464596,2.832134326617698,76.70452316685133
2017-02-28,16429.639906303102,8.219420711639897,2.5266022527329612,2.157566469636453,77.25903153793595
2017-03-31,16583.533279343745,8.181436462491046,1.925310755456278,2.528626494887757,74.68395819739231
2017-04-30,16660.493210744182,8.169330610669391,2.2914712852863066,2.3089370212939535,76.78488783561929
2017-05-31,16623.24736211208,8.201003389399057,2.1936127848755445,2.6915919302985567,75.05797435690596
2017-06-30,16725.061758973065,8.183311652758587,2.4105894672597046,2.6334648421147793,75.42400380084206
2017-07-31,16771.56543821202,8.194407138462243,1.7105229618259687,2.9150159777031597,83.10425741564843
2017-08-31,16935.873744422952,8.213772989797976,2.2058154379995316,2.2959934404581013,82.81607771647448
2017-09-30,16874.7370461993,8.190599728008523,2.3175273460548764,2.3920500258826514,86.26389769533151
2017-10-31,16864.256076016773,8.18911159410698,1.4723781540730658,2.108494513687077,84.15436841995385
2017-11-30,16845.09458381835,8.108079910605252,1.6450224462002674,2.3222826959695553,84.04940294846297
2017-12-31,16682.35163336487,8.082470219571894,1.3882303466719699,2.650920197217941,89.3618048553695
2018-01-31,16755.395644408276,8.076156015787065,1.9191779496666326,2.802795446658141,87.48090368200619
2018-02-28,16824.039337929484,8.044961436237944,2.2152626767387886,2.13113387032895,92.91824935599698
2018-03-31,16858.4107110396,8.085771718836236,2.4507071156288083,2.847842368042264,95.0415051623634
2018-04-30,16860.489530685616,8.05001818438722,2.0222284341259327,3.0422551435219805,93.3541048346806
2018-05-31,16704.030226755618,8.039017072219796,2.4885846636713875,2.6653739612894802,95.25132805184717
2018-06-30,16681.242068029336,8.042285586651948,1.5859695625355326,3.2507183250232266,98.16899140072735
2018-07-31,16668.87390908064,8.0783174188786,1.4889852681934537,2.190484320358571,100.03442128737895
2018-08-31,16595.389642072205,8.042420865099114,1.9833356903310144,2.002138118675433,95.32374712770758
2018-09-30,16607.171808017294,8.071499958902988,2.115219634681792,1.7885119004382886,93.14233560023297
2018-10-31,16694.295020895708,8.071755785428477,1.990191575571772,3.098417724595673,92.39977969357845
2018-11-30,16982.043697733134,8.04721806915228,1.379767369988037,2.761746262541623,92.17647940627832
2018-12-31,17039.82336180097,8.05877065600886,1.9732639881461636,2.477766131635818,94.03849569893035
2019-01-31,17109.152570858783,8.063747148398198,1.608659149848544,2.611987450527928,94.57159870173011
2019-02-28,17133.198104966068,8.048741726469228,2.2009017646490117,2.049804381080649,90.5655656255998
2019-03-31,16905.987030169334,8.050486778593978,2.1099794738290543,3.4783007918467304,91.7061591786177
2019-04-30,16936.24009485591,8.040853938672434,1.7180360641017933,2.551688472790091,93.53791641446917
2019-05-31,16978.32536430358,8.043691872303715,1.8458399247989918,2.5437579178419574,95.21728775826229
2019-06-30,17350.88456920393,8.060245139166742,1.6822359434333145,2.7903066495594766,98.45962993492616
2019-07-31,17358.887120073483,8.099895559570376,1.9811962708180484,2.6924036926946853,100.96139639857286
2019-08-31,17435.650334173526,8.068950172099704,2.2865426961503714,2.5895536097116527,102.33893663625817
2019-09-30,17465.70573147303,8.12227600646611,1.704282186099337,2.1838102178218755,102.12843950188223
2019-10-31,17337.81339253326,8.073473811478047,2.1512139546553533,2.6885873428543983,97.14555670133426
2019-11-30,17532.08172438834,8.069679184102158,1.8409227144882678,3.2528097985900137,98.43441135873202
2019-12-31,17673.174204340663,8.084387114264272,1.7621381503212967,3.0381680184619912,99.05747442022135
2020-01-31,17820.975525258546,8.09141191095765,1.9678908920136327,3.1372746506557587,99.87221093180747
2020-02-29,17727.215617556456,8.075844422962135,1.6894273032741878,2.295513729427526,96.04196520434654
2020-03-31,17963.16762947262,8.070641366703201,1.8339052083958454,2.104158071896568,92.79879558312176
2020-04-30,17798.400792992517,8.058316343336731,1.6406366322233454,2.4496852319601405,95.95825414312047
2020-05-31,17917.958300322363,8.043582224413125,2.589417539874917,2.522289964915478,95.8395886815505
2020-06-30,18271.219408601748,8.064822276838651,2.0105790655915188,2.9376766073883793,97.88409077366838
2020-07-31,18163.295397444726,8.073747663987778,1.7900823476022243,1.8230141481140723,97.96904590205976
2020-08-31,18117.393423926114,8.056424924106262,2.0641939732202665,3.1118201277842457,98.058314320547
2020-09-30,18168.14253956634,8.078914920992093,1.966301585092751,2.4367968405684044,100.87316573847498
2020-10-31,18131.338413463276,8.086597409014008,1.9337091201400332,2.329247572021032,99.32503155382287
2020-11-30,17943.654411074353,8.106918961984983,2.1842500100130278,2.095158249895933,99.61339388464582
2020-12-31,17989.44220289756,8.122659683033072,2.2272523130141915,1.838057331253692,98.22656801853068
2021-01-31,17872.918099135717,8.10193480776002,1.8408496557168417,2.8292682335847656,96.92307933623374
2021-02-28,17976.67980011045,8.087930281755096,1.827254527806596,2.5293271868753617,95.99556296582782
2021-03-31,17880.664927444235,8.106612621883178,1.9174844908545068,1.9840156401035784,96.66196428072897
2021-04-30,18139.99978128341,8.121871878519014,1.3094236505793244,1.9819684911745536,95.22571841573853
2021-05-31,18062.778894712384,8.12134933866991,1.5454426813404343,2.3656861202839488,98.99298679245909
2021-06-30,18052.368845784003,8.12428252325263,2.4100622802333573,3.1676086101157575,96.30916488580058
2021-07-31,18206.61613455257,8.156224145647341,2.4934903140503852,2.396163459454558,95.7485499533165
2021-08-31,18064.30943827831,8.141434860926445,1.9252891881330865,1.8987428187527575,94.42935677849398
2021-09-30,18133.441256944872,8.155112295455696,2.17296708891673,2.401702774365622,98.77029043155517
2021-10-31,18360.744948019543,8.150057479144849,2.093375046363061,2.390910572100932,99.3599547610899
2021-11-30,18162.42851448767,8.144615449064169,2.9236642425365713,1.4212453428233713,102.4554883794958
2021-12-31,18225.690485013078,8.172084870363848,2.335872473430373,2.478282053392875,97.9988072603849
2022-01-31,18300.18604567171,8.19272027908855,1.9616247225557701,2.4076261879165286,98.79995805799267
2022-02-28,18451.871639191322,8.213058019988564,1.7133378678198723,2.7784825459253675,101.46885044486298
2022-03-31,18306.75657607856,8.245694990167422,1.5180661039227283,3.239582437978138,101.71570241268925
2022-04-30,18150.653228394465,8.246220086208242,2.061039090760167,2.950626011819103,104.9121435378853
2022-05-31,18263.08999888673,8.263268910490616,1.773094776414709,2.392444523778068,103.36027818758419
2022-06-30,18343.182150323657,8.25551224157578,1.5733238871206978,2.057389636503332,107.58832050814092
2022-07-31,18416.774433804625,8.26361640038799,1.806028134727242,3.5293439212999442,114.48501487899867
2022-08-31,18504.861641589145,8.260362824028798,1.6755355989156815,2.5236873736057954,113.3964991976797
2022-09-30,18441.310634480473,8.262787723153616,2.5061424905217695,2.5055717167651785,112.05999163347738
2022-10-31,18512.595176869825,8.27766664878954,2.264491927084835,2.490349965155999,116.42014506483048
2022-11-30,18593.199593040958,8.257211131708702,1.9976082076050148,2.579233904307142,121.15886150202263
2022-12-31,18524.257496990183,8.30952081360084,2.4439832416670075,2.442255835230423,119.59028142056282
2023-01-31,18840.47131083354,8.284370379063347,2.0232104922942855,2.2705351972479053,118.32972096927524
2023-02-28,18949.886625763032,8.254015663743653,1.741614739601521,2.281256423503843,117.48436714269373
2023-03-31,18807.72182206632,8.282968435581155,2.4569372231808972,2.4868986919136007,113.4510156095909
2023-04-30,18944.619306362907,8.302760002930228,2.1616730131053976,2.282630091546494,110.6950597701383
2023-05-31,18835.10651386154,8.318362998356532,1.688826153702063,2.2148616869291344,107.6826374698821
2023-06-30,18992.02535801108,8.334071636088138,1.9428983965749176,2.542572091076759,105.37924477456971
2023-07-31,19207.252415637176,8.333765466766966,1.7373145239845729,2.398009113031658,105.27519011240936
2023-08-31,19119.76236899188,8.311334107479821,1.5851600807106991,3.1015971954330754,105.97783431001892
2023-09-30,19306.26178637685,8.313229221434664,2.2778532642594924,1.4396120766427951,110.62933578846116
2023-10-31,19408.900229783943,8.296300178646861,2.5728249921410393,2.9366027407689845,107.63427366624478
2023-11-30,19576.07616517746,8.320678171982305,1.5804297278542576,2.9984340769990516,110.58724086167453
2023-12-31,19915.186088681497,8.317001737444752,2.168890771007171,1.67064390703674,109.94527432899801
